Date,AAPL,AMZN,GOOGL,JNJ,JPM,MSFT,PG,TSLA,V,WMT
2022-07-06,140.5038604736328,114.33000183105469,113.78720092773438,161.653076171875,102.99594116210938,259.1982727050781,134.50987243652344,231.73333740234375,196.22784423828125,39.96842575073242
2022-07-07,143.87583923339844,116.33000183105469,117.96934509277344,161.83441162109375,105.60099029541016,261.33050537109375,134.4638214111328,244.5433349609375,197.8669891357422,40.029109954833984
2022-07-08,144.55416870117188,115.54000091552734,118.53593444824219,161.63497924804688,105.26959991455078,260.6100769042969,133.56126403808594,250.76333618164062,198.61827087402344,40.054664611816406
2022-07-11,142.42086791992188,111.75,114.8841323852539,161.69845581054688,103.88882446289062,257.54302978515625,134.50067138671875,234.3433380126953,200.07200622558594,40.070640563964844
2022-07-12,143.39413452148438,109.22000122070312,113.23948669433594,159.431884765625,103.99009704589844,246.98855590820312,133.31260681152344,233.07000732421875,199.83782958984375,39.94926071166992
2022-07-13,143.0303955078125,110.4000015258789,110.59074401855469,159.0601348876953,103.01435089111328,246.06356811523438,134.18753051757812,237.0399932861328,199.18411254882812,40.04508590698242
2022-07-14,145.9600067138672,110.62999725341797,109.61150360107422,159.27769470214844,99.41515350341797,247.3877410888672,133.79148864746094,238.31333923339844,200.9013214111328,40.82764434814453
2022-07-15,147.6312713623047,113.55000305175781,111.01183319091797,161.5896453857422,103.9716796875,249.95823669433594,133.6073455810547,240.06666564941406,204.93084716796875,41.22692108154297
2022-07-18,144.58367919921875,113.76000213623047,108.28315734863281,157.96311950683594,102.90389251708984,247.55328369140625,131.9864044189453,240.54666137695312,202.1697235107422,41.1310920715332
2022-07-19,148.447265625,118.20999908447266,113.03041076660156,155.6602325439453,105.45369720458984,252.6942138671875,132.65870666503906,245.52999877929688,208.4628143310547,41.38343811035156
2022-07-20,150.45277404785156,122.7699966430664,113.11981201171875,154.77174377441406,105.43529510498047,255.3619842529297,130.36546325683594,247.5,208.17984008789062,41.72841262817383
2022-07-21,152.72372436523438,124.62999725341797,113.5567855834961,155.31573486328125,106.15328216552734,257.86431884765625,130.4887237548828,271.7066650390625,210.9312744140625,42.33848571777344
2022-07-22,151.48501586914062,122.41999816894531,107.16089630126953,156.0501251220703,105.63780212402344,253.50233459472656,132.5744171142578,272.24334716796875,208.5018768310547,42.22988510131836
2022-07-25,150.36427307128906,121.13999938964844,106.77357482910156,156.35838317871094,106.06124114990234,252.01260375976562,133.4735565185547,268.4333190917969,209.05796813964844,42.1692008972168
2022-07-26,149.037109375,114.80999755859375,104.30062103271484,157.4644317626953,104.4043197631836,245.26515197753906,133.73312377929688,258.8599853515625,207.3212890625,38.96226501464844
2022-07-27,154.1393585205078,120.97000122070312,112.28555297851562,157.02926635742188,106.07965850830078,261.66156005859375,135.0030517578125,274.82000732421875,205.35040283203125,40.434776306152344
2022-07-28,154.6898956298828,122.27999877929688,113.43761444091797,157.93589782714844,105.683837890625,269.129638671875,137.24627685546875,280.8999938964844,206.20899963378906,41.444122314453125
2022-07-29,159.76263427734375,134.9499969482422,115.52322387695312,158.22604370117188,106.19011688232422,273.3454895019531,128.76458740234375,297.1499938964844,206.9505157470703,42.17877960205078
2022-08-01,158.77957153320312,135.38999938964844,114.07322692871094,157.6729736328125,105.13151550292969,270.6874694824219,132.46316528320312,297.27667236328125,206.21876525878906,42.33528518676758
2022-08-02,157.30490112304688,134.16000366210938,114.34136962890625,156.77540588378906,103.49302673339844,267.5815124511719,131.58253479003906,300.586669921875,201.24281311035156,42.38001251220703
2022-08-03,163.32144165039062,139.52000427246094,117.27115631103516,158.2894744873047,104.5792236328125,275.0299377441406,134.29856872558594,307.39666748046875,203.40882873535156,41.683685302734375
2022-08-04,163.0068817138672,142.57000732421875,117.38042449951172,155.7509307861328,103.4285888671875,276.1789245605469,134.08535766601562,308.6333312988281,208.27745056152344,40.10895919799805
2022-08-05,162.78045654296875,140.8000030517578,116.66535186767578,155.13436889648438,106.5583267211914,275.4583435058594,134.15025329589844,288.1700134277344,210.6190643310547,40.43157958984375
2022-08-08,162.30789184570312,139.41000366210938,116.49652099609375,154.30935668945312,105.26041412353516,272.9366149902344,134.66006469726562,290.42333984375,208.13108825683594,40.76057434082031
2022-08-09,162.35714721679688,137.8300018310547,115.83110809326172,154.29124450683594,106.2085189819336,274.8644104003906,134.34487915039062,283.3333435058594,205.14552307128906,41.16303634643555
2022-08-10,166.61000061035156,142.69000244140625,118.88006591796875,154.73548889160156,108.9792709350586,281.54376220703125,135.61483764648438,294.3566589355469,206.94076538085938,41.2492790222168
2022-08-11,165.8716583251953,140.63999938964844,118.02595520019531,151.53506469726562,110.59015655517578,279.4600830078125,134.65078735351562,286.6300048828125,206.3103485107422,41.647090911865234
2022-08-12,169.42550659179688,143.5500030517578,120.84651184082031,149.86683654785156,112.42198181152344,284.2213439941406,135.9578399658203,300.0299987792969,206.55471801757812,42.41701889038086
2022-08-15,170.49859619140625,143.17999267578125,121.24378204345703,150.5830841064453,112.72573852539062,285.740234375,137.70977783203125,309.32000732421875,211.52964782714844,42.538917541503906
2022-08-16,170.34109497070312,144.77999877929688,120.86637115478516,151.92491149902344,113.80272674560547,285.0002136230469,138.97970581054688,306.5633239746094,212.2333984375,44.71078872680664
2022-08-17,171.83749389648438,142.10000610351562,118.7311019897461,151.93397521972656,112.84540557861328,284.24896240234375,138.34011840820312,303.9966735839844,209.672607421875,44.75889587402344
2022-08-18,171.4436798095703,142.3000030517578,119.34684753417969,151.1996307373047,111.9709243774414,283.1268310546875,138.8314208984375,302.8699951171875,210.3861083984375,44.614540100097656
2022-08-19,168.8545684814453,138.22999572753906,116.40713500976562,153.50245666503906,109.20018005371094,279.2044677734375,138.79432678222656,296.6666564941406,208.0110321044922,43.956878662109375
2022-08-22,164.96595764160156,133.22000122070312,113.45746612548828,152.96395874023438,107.39598083496094,271.00830078125,138.42352294921875,289.913330078125,203.89614868164062,43.1709098815918
2022-08-23,164.6311798095703,133.6199951171875,113.08008575439453,151.63137817382812,106.33738708496094,269.7301330566406,135.75387573242188,296.4533386230469,202.1270751953125,42.98805618286133
2022-08-24,164.9265594482422,133.8000030517578,112.9112319946289,151.12937927246094,106.59515380859375,269.0958557128906,135.16990661621094,297.0966796875,202.0,43.29923629760742
2022-08-25,167.3876953125,137.27999877929688,115.8509750366211,152.54408264160156,109.12655639648438,272.0816345214844,135.0586700439453,296.07000732421875,205.07879638671875,43.587955474853516
2022-08-26,161.0773162841797,130.75,109.58418273925781,149.9337158203125,105.55496215820312,261.5827941894531,131.897705078125,288.0899963378906,198.30538940429688,42.21812057495117
2022-08-29,158.87213134765625,129.7899932861328,108.67048645019531,148.77452087402344,105.29721069335938,258.7922668457031,131.34152221679688,284.82000732421875,197.758056640625,42.62873840332031
2022-08-30,156.44049072265625,128.72999572753906,108.19377136230469,148.25425720214844,105.31564331054688,256.5871276855469,129.94180297851562,277.70001220703125,196.82952880859375,42.500431060791016
2022-08-31,154.77676391601562,126.7699966430664,107.47870635986328,147.25938415527344,104.68968200683594,255.12350463867188,127.86541748046875,275.6099853515625,194.2198486328125,42.522884368896484
2022-09-01,155.50527954101562,127.81999969482422,108.98829650878906,150.91030883789062,105.40768432617188,254.0794677734375,129.44126892089844,277.1600036621094,195.60777282714844,43.142032623291016
2022-09-02,153.38870239257812,127.51000213623047,107.11123657226562,148.53726196289062,104.67127227783203,249.8447723388672,127.14239501953125,270.2099914550781,193.29132080078125,42.66724395751953
2022-09-06,152.1285858154297,126.11000061035156,106.07835388183594,148.9387969970703,104.69889068603516,247.10296630859375,125.72413635253906,274.4200134277344,194.15145874023438,42.45551681518555
2022-09-07,153.536376953125,129.47999572753906,108.70027923583984,149.75115966796875,106.68718719482422,251.82550048828125,127.6243896484375,283.70001220703125,195.89125061035156,43.5462532043457
2022-09-08,152.05967712402344,129.82000732421875,107.63761138916016,150.95594787597656,109.17256927490234,252.24505615234375,127.79126739501953,289.260009765625,196.17466735839844,43.767608642578125
2022-09-09,154.92446899414062,133.27000427246094,109.89205932617188,151.24801635742188,109.697265625,258.0408630371094,129.73793029785156,299.67999267578125,200.563232421875,43.899139404296875
2022-09-12,160.8902587890625,136.4499969482422,110.10063934326172,151.18414306640625,110.99518585205078,260.1777648925781,130.79464721679688,304.4200134277344,201.96087646484375,44.293731689453125
2022-09-13,151.44932556152344,126.81999969482422,103.60542297363281,147.2502899169922,107.13822937011719,245.87359619140625,128.08787536621094,292.1300048828125,195.1581573486328,43.379432678222656
2022-09-14,152.89646911621094,128.5500030517578,104.28076171875,150.2896728515625,106.88970184326172,246.09800720214844,128.393798828125,302.6099853515625,194.90403747558594,43.28318786621094
2022-09-15,150.00216674804688,126.27999877929688,102.20508575439453,150.67300415039062,108.50059509277344,239.42401123046875,127.40193176269531,303.75,190.95533752441406,42.81802749633789
2022-09-16,148.3580780029297,123.52999877929688,102.09583282470703,152.9730987548828,107.77339172363281,238.799560546875,128.18060302734375,303.3500061035156,188.93209838867188,42.72819137573242
2022-09-19,152.07936096191406,124.66000366210938,102.36398315429688,151.7682647705078,108.7675552368164,238.5848846435547,127.91178131103516,309.07000732421875,188.7659454345703,43.09391403198242
2022-09-20,154.4617462158203,122.19000244140625,100.44720458984375,150.57261657714844,106.62274932861328,236.5651397705078,127.45755767822266,308.7300109863281,187.7299041748047,42.84368133544922
2022-09-21,151.3311767578125,118.54000091552734,98.5999526977539,149.0301055908203,103.5482406616211,233.15011596679688,125.81681823730469,300.79998779296875,182.7940216064453,43.235069274902344
2022-09-22,150.36642456054688,117.30999755859375,99.45405578613281,151.67703247070312,102.3699951171875,235.1307830810547,126.26179504394531,288.5899963378906,181.59178161621094,42.792354583740234
2022-09-23,148.09230041503906,113.77999877929688,98.06364440917969,152.16986083984375,100.46453094482422,232.1450653076172,125.67779541015625,275.3299865722656,179.80319213867188,41.72406768798828
2022-09-26,148.42701721191406,115.1500015258789,97.49754333496094,151.23890686035156,98.30134582519531,231.68649291992188,125.79828643798828,276.010009765625,176.50930786132812,42.125083923339844
2022-09-27,149.40162658691406,114.41000366210938,96.8321304321289,150.5452423095703,97.4360580444336,230.67176818847656,122.34071350097656,282.94000244140625,173.8507537841797,42.00959396362305
2022-09-28,147.51145935058594,118.01000213623047,99.36467742919922,151.84129333496094,99.40595245361328,235.21861267089844,122.34071350097656,287.80999755859375,175.1311798095703,42.7025260925293
2022-09-29,140.26585388183594,114.80000305175781,96.752685546875,150.17098999023438,97.72142791748047,231.7352752685547,119.30026245117188,268.2099914550781,175.9912872314453,42.4266357421875
2022-09-30,136.05235290527344,113.0,94.99481201171875,149.10311889648438,96.19336700439453,227.24691772460938,117.02921295166016,265.25,173.6357421875,41.60857391357422
2022-10-03,140.23631286621094,115.87999725341797,97.9643325805664,148.9570770263672,99.16661834716797,234.89666748046875,119.12413787841797,242.39999389648438,177.54534912109375,42.5164680480957
2022-10-04,143.82957458496094,121.08999633789062,100.94377899169922,151.16587829589844,103.8060073852539,242.8390655517578,120.59805297851562,249.44000244140625,181.4549560546875,43.0682487487793
2022-10-05,144.12490844726562,120.94999694824219,100.73522186279297,150.7003936767578,102.52432250976562,243.15127563476562,119.76373291015625,240.80999755859375,183.42930603027344,42.641571044921875
2022-10-06,143.1699981689453,120.30000305175781,100.72528839111328,147.7796630859375,100.43465423583984,240.7997589111328,117.24241638183594,238.1300048828125,181.39633178710938,42.2437744140625
2022-10-07,137.91299438476562,114.55999755859375,98.00405883789062,146.21890258789062,98.4285659790039,228.55442810058594,115.19383239746094,223.07000732421875,179.67611694335938,41.24285888671875
